656.7989,0.0000
656.8029,1248.1499
656.8069,50228.8500
656.8109,128622.9893
656.8149,149043.0412
656.8189,115934.3555
656.8229,64690.8454
656.8269,12925.9454
656.8309,199.2062
656.8349,12818.2066
656.8388,19011.4658
656.8428,20762.5337
656.8468,17790.8567
656.8508,12173.6395
656.8548,0.0000
656.8588,0.0000
656.8628,235.0426
656.8668,9291.1569
656.8708,18113.7753
656.8748,24030.6640
656.8788,22687.1619
656.8828,14657.6769
656.8868,0.0000
656.8907,0.0000
656.8947,0.0000
656.8987,0.0000
656.9027,0.0000
656.9067,0.0000
656.9107,0.0000
656.9147,0.0000
656.9187,0.0000
656.9227,0.0000
656.9267,0.0000
656.9307,0.0000
656.9347,0.0000
656.9387,0.0000
656.9426,0.0000
656.9466,0.0000
656.9506,0.0000
656.9546,0.0000
656.9586,0.0000
656.9626,0.0000
656.9666,0.0000
656.9706,118.8528
656.9746,7452.2409
656.9786,16949.6041
656.9826,25013.7234
656.9866,25994.0073
656.9906,19235.1340
656.9946,9442.7329
656.9986,0.0000
657.0025,0.0000
657.0065,0.0000
657.0105,0.0000
657.0145,0.0000
657.0185,0.0000
657.0225,0.0000
657.0265,0.0000
657.0305,0.0000
657.0345,0.0000
657.0385,0.0000
657.0425,0.0000
657.0465,0.0000
657.0505,0.0000
657.0545,0.0000
657.0585,0.0000
657.0624,0.0000
657.0664,0.0000
657.0704,0.0000
657.0744,0.0000
657.0784,0.0000
657.0824,0.0000
657.0864,0.0000
657.0904,0.0000
657.0944,0.0000
657.0984,0.0000
657.1024,0.0000
657.1064,0.0000
657.1104,0.0000
657.1144,0.0000
657.1184,0.0000
657.1224,0.0000
657.1264,0.0000
657.1303,0.0000
657.1343,0.0000
657.1383,141.4136
657.1423,14188.2756
657.1463,21114.8371
657.1503,21809.1479
657.1543,15992.0152
657.1583,7665.8027
657.1623,0.0000
657.1663,0.0000
657.1703,0.0000
657.1743,0.0000
657.1783,290.9362
657.1823,10116.0609
657.1863,18572.0156
657.1903,23525.3231
657.1943,21887.6993
657.1983,15097.7323
657.2023,7267.3293
657.2062,0.0000
657.2102,0.0000
657.2142,0.0000
657.2182,0.0000
657.2222,0.0000
657.2262,0.0000
657.2302,0.0000
657.2342,0.0000
657.2382,0.0000
657.2422,0.0000
657.2462,0.0000
657.2502,0.0000
657.2542,0.0000
657.2582,0.0000
657.2622,293.0036
657.2662,15311.0486
657.2702,22471.3514
657.2742,24251.6290
657.2782,19346.3946
657.2822,10716.0377
657.2862,0.0000
657.2902,0.0000
657.2942,0.0000
657.2981,0.0000
657.3021,1606.7134
657.3061,18779.0947
657.3101,42181.2876
657.3141,60289.2446
657.3181,65548.3784
657.3221,54502.4171
657.3261,39032.3717
657.3301,21560.1743
657.3341,17333.1635
657.3381,9884.4147
657.3421,0.0000
657.3461,0.0000
657.3501,0.0000
657.3541,0.0000
657.3581,0.0000
657.3621,0.0000
657.3661,303.1069
657.3701,16812.7064
657.3741,59859.9878
657.3781,90314.7167
657.3821,98120.5320
657.3861,77458.6115
657.3901,38596.6466
657.3941,8496.1769
657.3981,0.0000
657.4021,0.0000
657.4061,0.0000
657.4101,0.0000
657.4140,0.0000
657.4180,0.0000
657.4220,0.0000
657.4260,0.0000
657.4300,0.0000
657.4340,0.0000
657.4380,0.0000
657.4420,0.0000
657.4460,0.0000
657.4500,0.0000
657.4540,0.0000
657.4580,0.0000
657.4620,0.0000
657.4660,0.0000
657.4700,0.0000
657.4740,0.0000
657.4780,0.0000
657.4820,0.0000
657.4860,0.0000
657.4900,0.0000
657.4940,0.0000
657.4980,0.0000
657.5020,0.0000
657.5060,0.0000
657.5100,0.0000
657.5140,0.0000
657.5180,0.0000
657.5220,0.0000
657.5260,0.0000
657.5300,0.0000
657.5340,0.0000
657.5380,0.0000
657.5420,0.0000
657.5460,0.0000
657.5500,0.0000
657.5540,0.0000
657.5580,56.5545
657.5620,9817.0336
657.5660,15517.5287
657.5700,17758.9252
657.5740,14946.4365
657.5780,8754.0654
657.5820,0.0000
657.5860,0.0000
657.5900,0.0000
657.5940,0.0000
657.5980,0.0000
657.6019,0.0000
657.6059,0.0000
657.6099,0.0000
657.6139,0.0000
657.6179,0.0000
657.6219,0.0000
657.6259,0.0000
657.6299,0.0000
657.6339,0.0000
657.6379,0.0000
657.6419,0.0000
657.6459,0.0000
657.6499,0.0000
657.6539,0.0000
657.6579,0.0000
657.6619,0.0000
657.6659,0.0000
657.6699,0.0000
657.6739,0.0000
657.6779,0.0000
657.6819,0.0000
657.6859,0.0000
657.6899,0.0000
657.6939,0.0000
657.6979,0.0000
657.7019,0.0000
657.7059,0.0000
657.7099,0.0000
657.7139,0.0000
657.7179,0.0000
657.7219,0.0000
657.7259,0.0000
657.7299,0.0000
657.7339,0.0000
657.7379,0.0000
657.7419,0.0000
657.7459,0.0000
657.7499,0.0000
657.7539,0.0000
657.7579,0.0000
657.7619,0.0000
657.7659,0.0000
657.7699,2701.6635
657.7739,21281.0831
657.7779,56411.0355
657.7819,80218.1829
657.7859,80826.1772
657.7899,50664.2920
657.7939,16295.2590
657.7979,1956.5939
657.8019,10604.5875
657.8059,17895.3489
657.8099,23116.9944
657.8139,22837.6080
657.8179,17020.9173
657.8219,8645.2152
657.8259,0.0000
657.8299,0.0000
657.8339,0.0000
657.8379,0.0000
657.8419,0.0000
657.8459,0.0000
657.8499,0.0000
657.8539,0.0000
657.8579,0.0000
657.8619,0.0000
657.8659,0.0000
657.8699,133.5352
657.8739,8737.1824
657.8780,63852.0864
657.8820,108298.5091
657.8860,125724.5133
657.8900,102924.1327
657.8940,52082.5150
657.8980,0.0000
657.9020,0.0000
657.9060,0.0000
657.9100,0.0000
657.9140,0.0000
657.9180,0.0000
657.9220,0.0000
657.9260,0.0000
657.9300,0.0000
657.9340,0.0000
657.9380,0.0000
657.9420,0.0000
657.9460,0.0000
657.9500,0.0000
657.9540,0.0000
657.9580,0.0000
657.9620,0.0000
657.9660,0.0000
657.9700,0.0000
657.9740,0.0000
657.9780,0.0000
657.9820,0.0000
657.9860,0.0000
657.9900,0.0000
657.9940,0.0000
657.9980,0.0000
658.0020,0.0000
658.0060,0.0000
658.0100,0.0000
658.0140,0.0000
658.0180,0.0000
658.0220,0.0000
658.0260,0.0000
658.0300,0.0000
658.0340,0.0000
658.0380,0.0000
658.0420,0.0000
658.0460,0.0000
658.0500,0.0000
658.0540,0.0000
658.0580,0.0000
658.0620,0.0000
658.0661,0.0000
658.0701,0.0000
658.0741,0.0000
658.0781,0.0000
658.0821,0.0000
658.0861,0.0000
658.0901,0.0000
